city,Operateur,2G,3G,4G
Sainte-Hélène,20820,1,1,1
Sainte-Hélène,20810,1,1,1
Penvénan,20801,1,1,0
Languidic,20810,1,1,1
Languidic,20820,1,1,1
Penvénan,20820,1,1,0
Penvénan,20820,1,1,1
Penvénan,20815,0,1,0
Penvénan,20810,1,1,1
Nostang,20820,1,1,1
Nostang,20810,1,1,1
Erdeven,20810,1,1,1
Erdeven,20820,1,1,1
Tréglamus,20820,1,1,1
Tréglamus,20810,1,1,0
Erdeven,20801,1,1,1
Erdeven,20815,0,1,1
Saint-Pierre-Quiberon,20801,1,1,1
Saint-Pierre-Quiberon,20810,1,0,0
Saint-Laurent,20810,1,1,0
Bégard,20820,1,1,1
Locmalo,20801,1,1,0
Saint-Pierre-Quiberon,20820,1,1,1
Bubry,20810,1,1,0
Bubry,20801,1,1,0
Langoat,20801,1,1,0
Languidic,20801,1,1,1
Plouguernével,20820,1,1,1
Plouguernével,20810,1,1,1
Locmalo,20810,1,1,1
Locmalo,20820,1,1,1
Languidic,20815,0,1,1
Saint-Pierre-Quiberon,20801,1,1,0
Languidic,20801,1,1,0
Quiberon,20810,1,1,1
Quiberon,20820,1,1,1
Quiberon,20801,0,0,0
Quiberon,20801,1,1,1
Quiberon,20815,0,1,1
Pédernec,20820,1,1,0
Moustéru,20801,1,1,0
Plouguiel,20810,1,1,1
Belz,20820,1,1,1
Belz,20810,1,1,1
Locmaria,20801,1,1,1
Locmaria,20810,1,1,0
Quiberon,20820,0,1,0
Bubry,20820,1,1,1
Bubry,20810,1,1,1
Bubry,20815,0,1,1
Kerien,20820,1,1,1
Kerien,20810,1,1,1
Plouharnel,20801,1,1,1
Plouharnel,20810,1,1,1
Plouharnel,20820,1,1,1
Landévant,20810,1,1,1
Landévant,20820,1,1,1
Landévant,20801,1,1,1
Minihy-Tréguier,20801,1,1,1
Plouguiel,20820,1,1,1
Plouguiel,20810,0,0,1
Plouguiel,20815,0,1,1
Carnac,20801,1,1,0
Bourbriac,20815,0,1,1
Bourbriac,20801,1,1,1
Bourbriac,20810,1,1,0
Bourbriac,20820,1,0,0
Carnac,20801,1,1,1
Carnac,20820,1,1,1
Carnac,20810,1,1,1
Landaul,20815,0,1,1
Landaul,20801,1,1,1
Saint-Nicolas-du-Pélem,20810,1,1,1
Saint-Nicolas-du-Pélem,20801,1,1,1
Carnac,20815,0,1,1
Saint-Nicolas-du-Pélem,20815,0,1,1
Saint-Nicolas-du-Pélem,20820,1,1,1
Bon Repos sur Blavet,20801,1,1,0
Plouisy,20801,1,1,0
Locoal-Mendon,20820,1,1,1
Locoal-Mendon,20815,0,1,1
Locoal-Mendon,20810,1,1,1
Carnac,20801,0,0,0
Carnac,20801,0,1,0
Plouisy,20815,0,1,1
Trédarzec,20815,0,1,1
Plouisy,20820,1,1,1
Trédarzec,20810,1,1,0
Carnac,20801,0,1,1
Bon Repos sur Blavet,20820,1,1,1
Carnac,20820,0,1,0
Bon Repos sur Blavet,20810,1,1,1
Ploemel,20801,1,1,0
Locoal-Mendon,20801,1,1,0
Plouëc-du-Trieux,20820,1,1,1
Plouëc-du-Trieux,20810,0,0,1
Ploemel,20820,1,1,1
Ploemel,20815,0,1,1
Ploemel,20810,1,1,1
Grâces,20801,1,1,1
Quistinic,20820,1,1,1
Quistinic,20810,1,1,1
La Trinité-sur-Mer,20820,1,1,1
La Trinité-sur-Mer,20815,0,1,1
La Trinité-sur-Mer,20810,1,1,1
Guingamp,20820,1,1,1
Guingamp,20801,1,1,1
Plouisy,20810,1,1,0
Guingamp,20810,1,1,1
La Trinité-sur-Mer,20801,1,1,1
Pleumeur-Gautier,20810,1,1,1
Guern,20820,1,1,1
Guern,20810,1,1,1
La Trinité-sur-Mer,20801,1,1,0
Brech,20810,1,1,1
Brech,20815,0,1,1
Brech,20820,1,1,1
Quemper-Guézennec,20820,1,1,0
Quemper-Guézennec,20810,1,1,0
Quemper-Guézennec,20815,0,1,1
Quemper-Guézennec,20801,1,1,0
Pleudaniel,20820,1,1,0
Ploumagoar,20801,0,1,0
Saint-Agathon,20815,0,1,1
Pabu,20801,1,1,0
Ploumagoar,20810,1,1,0
Ploumagoar,20801,1,1,0
Baud,20820,1,1,1
Baud,20815,0,1,1
Baud,20810,1,1,1
Cléguérec,20815,0,1,1
Pommerit-le-Vicomte,20820,1,1,1
Pommerit-le-Vicomte,20815,0,1,1
Malguénac,20820,1,1,1
Malguénac,20810,1,1,1
Saint-Agathon,20801,1,1,1
Saint-Philibert,20801,1,1,1
Plésidy,20810,1,1,0
Pluvigner,20801,0,0,0
Saint-Agathon,20820,1,1,0
Saint-Agathon,20801,0,1,0
Crach,20801,1,1,0
Crach,20820,1,1,1
Crach,20810,1,1,1
Plésidy,20820,1,0,0
Plésidy,20801,1,1,0
Auray,20810,1,1,1
Auray,20820,1,1,1
Auray,20815,0,1,1
Canihuel,20810,1,1,0
Canihuel,20820,1,1,0
Canihuel,20815,0,1,0
Canihuel,20801,1,1,0
Brech,20810,0,1,0
Brech,20801,1,1,1
Pleubian,20820,1,0,0
Pleubian,20820,1,1,1
Pleubian,20801,1,1,0
Pleubian,20810,1,1,1
Saint-Clet,20820,1,1,1
Saint-Clet,20810,0,0,1
Saint-Clet,20815,0,1,1
Auray,20801,1,1,1
Guern,20801,1,0,0
Pluvigner,20801,1,1,1
Île-d'Houat,20820,1,1,1
Île-d'Houat,20810,1,1,1
Crach,20815,0,1,1
Baud,20801,1,1,1
Brech,20801,1,1,0
Saint-Philibert,20820,1,1,1
Saint-Philibert,20815,0,1,1
Saint-Philibert,20810,1,1,1
Île-d'Houat,20801,0,1,0
Pluvigner,20810,1,1,1
Pluvigner,20820,1,1,1
Pluvigner,20815,0,1,1
Quemper-Guézennec,20820,1,1,1
Lézardrieux,20815,0,1,1
Lézardrieux,20801,1,1,0
Lézardrieux,20820,1,1,0
Auray,20801,1,1,0
Cléguérec,20810,1,1,1
Cléguérec,20820,1,1,1
Camors,20810,1,1,1
Camors,20820,1,1,1
Camors,20815,0,1,1
Malguénac,20801,1,1,0
Locmariaquer,20801,1,1,1
Pluméliau-Bieuzy,20801,1,1,0
Corlay,20815,0,1,1
Corlay,20801,1,1,0
Plourivo,20820,1,1,1
Plourivo,20810,0,1,0
Locmariaquer,20810,1,1,1
Locmariaquer,20820,1,1,1
Pluméliau-Bieuzy,20820,1,1,1
Pluméliau-Bieuzy,20810,1,1,1
Saint-Connan,20810,1,1,0
Saint-Connan,20820,1,1,0
Saint-Connan,20815,0,1,0
Saint-Connan,20801,1,1,0
Sainte-Anne-d'Auray,20801,1,1,0
Le Sourn,20810,1,1,1
Le Sourn,20820,1,1,1
Corlay,20820,1,1,1
Corlay,20810,1,1,1
Bono,20801,1,1,0
Bono,20820,1,1,1
Bono,20810,1,1,1
Sainte-Anne-d'Auray,20820,1,1,1
Sainte-Anne-d'Auray,20815,0,1,0
Sainte-Anne-d'Auray,20810,1,1,1
Pluméliau-Bieuzy,20815,0,1,1
Saint-Jean-Kerdaniel,20810,1,1,1
Guerlédan,20815,0,1,1
Pontivy,20810,1,1,1
Pontivy,20820,1,1,1
Neulliac,20810,1,1,1
Neulliac,20820,1,1,1
Saint-Jean-Kerdaniel,20801,1,0,0
Paimpol,20801,1,1,0
Pontivy,20801,1,1,0
Ploubazlanec,20820,1,1,0
Guénin,20820,1,1,1
Guénin,20810,1,1,1
Guénin,20815,0,1,1
Guénin,20801,1,1,0
Ploubazlanec,20810,0,1,1
Ploubazlanec,20815,0,1,1
Paimpol,20810,1,1,0
Paimpol,20801,1,1,1
Ploubazlanec,20820,1,1,1
Le Sourn,20801,1,1,1
Châtelaudren-Plouagat,20820,1,1,0
Pontivy,20801,1,1,1
Paimpol,20815,0,1,1
Arzon,20801,1,1,1
Baden,20801,1,1,1
Baden,20810,1,1,1
Baden,20820,1,1,1
Baden,20815,0,1,1
Plumergat,20820,1,1,1
Plumergat,20815,0,1,1
Plumergat,20810,1,1,1
Arzon,20810,1,1,1
Arzon,20820,1,1,1
Paimpol,20810,0,1,1
Paimpol,20820,1,1,1
Brandivy,20801,1,1,0
Pléhédel,20801,1,1,0
Ploubazlanec,20801,1,1,1
Arzon,20801,1,1,0
Saint-Thuriau,20810,1,1,1
Saint-Thuriau,20820,1,1,1
Ploubazlanec,20810,1,1,0
Plougoumelen,20815,0,1,1
Plougoumelen,20810,1,1,1
Plougoumelen,20801,1,1,0
Arzon,20801,0,1,1
Lanvollon,20820,1,1,0
Lanvollon,20815,0,1,1
Lanvollon,20801,0,1,1
Île-de-Bréhat,20820,1,1,1
Île-de-Bréhat,20810,1,1,0
Ploeren,20810,0,1,1
Ploeren,20820,1,1,1
Guerlédan,20801,1,1,0
Île-de-Bréhat,20801,1,1,0
Plumelin,20801,1,1,0
Plumelin,20820,1,1,1
Plumelin,20810,0,0,1
Plélo,20810,1,1,0
Plouézec,20810,1,1,1
Plouézec,20820,1,1,1
Plélo,20815,0,1,1
Plélo,20801,1,1,0
Plouézec,20801,1,1,1
Cohiniac,20810,1,1,0
Saint-Gildas-de-Rhuys,20820,1,1,1
Saint-Gildas-de-Rhuys,20801,1,1,1
Saint-Gildas-de-Rhuys,20810,1,1,1
Île-aux-Moines,20801,1,1,0
Arradon,20801,1,1,1
Arradon,20815,0,1,1
Saint-Gérand,20820,1,1,1
Saint-Gérand,20810,1,1,1
Arradon,20810,1,1,0
Plouha,20810,1,1,0
Plélo,20820,1,1,0
Saint-Gildas-de-Rhuys,20810,0,1,1
Saint-Gildas-de-Rhuys,20801,0,1,1
Noyal-Pontivy,20820,1,1,0
Noyal-Pontivy,20810,1,1,0
Noyal-Pontivy,20801,1,1,1
Arradon,20801,1,1,0
Arradon,20820,1,1,1
Sarzeau,20810,1,1,0
Grand-Champ,20810,0,0,1
Grand-Champ,20801,1,1,0
Grand-Champ,20820,1,1,1
Locminé,20801,1,1,0
Saint-Donan,20815,0,1,1
Plouha,20820,1,1,1
Sarzeau,20810,1,1,1
Sarzeau,20820,1,1,1
Plouha,20801,1,1,1
Moréac,20820,1,1,1
Moréac,20810,1,1,1
Plescop,20801,1,1,0
Plescop,20810,1,1,1
Plescop,20820,1,1,1
Plescop,20815,0,1,1
Saint-Donan,20810,1,1,0
Sarzeau,20801,1,1,0
Locminé,20815,0,1,1
Moréac,20801,1,1,1
Moustoir-Ac,20820,1,1,1
Moustoir-Ac,20810,1,1,1
Locminé,20801,1,1,1
Lantic,20810,1,1,0
Sarzeau,20820,1,1,0
Sarzeau,20801,1,1,1
Sarzeau,20815,0,1,0
Évellys,20801,1,1,1
Évellys,20820,1,1,1
Évellys,20810,1,1,1
Évellys,20815,0,1,0
Moustoir-Ac,20801,1,1,0
Ploeren,20801,1,1,0
Moréac,20801,1,1,0
Saint-Brandan,20810,1,1,0
Plerneuf,20801,1,1,0
Plerneuf,20810,1,1,0
Vannes,20801,1,1,1
Vannes,20810,0,1,0
Trégomeur,20801,1,1,0
Colpo,20801,1,1,0
Trégomeur,20801,1,0,0
Colpo,20820,1,1,1
Colpo,20810,0,0,1
Séné,20810,1,1,0
Vannes,20820,1,1,1
Vannes,20815,0,1,0
Vannes,20810,1,0,0
Vannes,20810,0,0,1
Vannes,20815,0,1,1
Meucon,20820,1,1,1
Meucon,20810,1,1,1
Meucon,20815,0,1,1
Saint-Donan,20801,1,1,0
Allineuc,20820,1,1,1
Allineuc,20810,1,1,1
Tréveneuc,20801,1,1,1
Allineuc,20815,0,1,1
Locmaria-Grand-Champ,20801,1,1,0
Vannes,20801,1,1,0
Vannes,20810,1,1,1
Saint-Avé,20801,1,1,0
Vannes,20820,1,0,0
Vannes,20810,1,1,0
Bignan,20801,1,1,1
Bignan,20820,1,1,1
Bignan,20815,0,1,1
Bignan,20810,1,1,1
Vannes,20801,1,0,0
Locqueltas,20801,1,1,0
Plœuc-L'Hermitage,20801,1,1,1
Vannes,20820,1,1,0
Plaintel,20820,1,1,0
Plaintel,20810,1,0,0
Plaintel,20815,0,1,1
Binic-Étables-sur-Mer,20810,1,1,0
Binic-Étables-sur-Mer,20820,1,1,1
Binic-Étables-sur-Mer,20801,1,1,0
Plaintel,20801,1,1,1
Séné,20820,1,1,1
Loudéac,20801,1,1,0
Séné,20801,1,1,0
Séné,20815,0,1,1
Crédin,20820,1,1,1
Crédin,20810,1,1,1
Trévé,20801,1,1,0
Saint-Avé,20801,1,1,1
Binic-Étables-sur-Mer,20801,1,1,1
Saint-Avé,20810,1,1,1
Saint-Avé,20820,1,1,1
Saint-Avé,20815,0,1,1
Plaintel,20810,0,1,0
Plaintel,20820,1,1,1
Saint-Quay-Portrieux,20815,0,1,0
Saint-Quay-Portrieux,20801,1,1,1
Pordic,20810,1,1,0
Pordic,20820,1,1,1
Grâce-Uzel,20801,1,1,0
Saint-Quay-Portrieux,20820,1,1,0
Pordic,20801,1,1,1
Saint-Allouestre,20810,1,0,0
Saint-Allouestre,20801,1,1,0
Ploufragan,20801,1,1,0
Loudéac,20820,1,1,1
Loudéac,20815,0,1,1
Loudéac,20810,1,1,1
Réguiny,20801,1,1,0
Saint-Brieuc,20810,0,1,0
Saint-Brieuc,20801,1,1,0
Ploufragan,20810,1,1,0
Ploufragan,20815,0,1,0
Ploufragan,20815,0,1,1
Trévé,20820,1,1,1
Trévé,20810,1,1,1
Saint-Jean-Brévelay,20810,1,1,1
Saint-Jean-Brévelay,20820,1,1,1
Saint-Jean-Brévelay,20815,0,1,1
Loudéac,20801,1,1,1
Ploufragan,20820,1,1,1
Sarzeau,20810,0,1,0
Sarzeau,20815,0,1,1
Saint-Brieuc,20820,1,1,1
Saint-Brieuc,20815,0,1,1
Saint-Brieuc,20801,0,1,1
Rohan,20815,0,1,1
Rohan,20801,1,1,0
Ploufragan,20801,0,1,1
Loudéac,20810,1,0,0
Plérin,20801,1,1,1
Plérin,20820,1,1,1
La Motte,20815,0,1,1
Plérin,20815,0,1,1
Plérin,20810,1,1,0
Theix-Noyalo,20801,1,1,0
Pordic,20801,0,1,0
Saint-Brieuc,20815,0,1,0
Ploufragan,20801,1,1,1
Plaudren,20820,1,1,1
Plaudren,20810,1,1,1
Saint-Brieuc,20801,1,1,1
Plœuc-L'Hermitage,20810,1,1,0
Trégueux,20801,1,1,0
Saint-Brieuc,20820,1,0,0
Le Tour-du-Parc,20820,1,1,1
Le Tour-du-Parc,20810,0,0,1
Monterblanc,20820,1,1,1
Monterblanc,20815,0,1,0
Monterblanc,20810,1,1,1
Monterblanc,20801,1,1,0
Plérin,20810,1,1,1
Theix-Noyalo,20815,0,1,1
Theix-Noyalo,20820,1,1,1
Theix-Noyalo,20810,0,0,1
Saint-Nolff,20801,1,1,0
Theix-Noyalo,20810,1,1,0
Saint-Brieuc,20810,1,1,0
Plédran,20820,1,1,1
Plédran,20810,1,1,0
Plédran,20815,0,1,1
La Motte,20801,1,1,0
Plédran,20801,1,1,0
Saint-Nolff,20810,0,1,0
Bréhan,20815,0,1,1
Bréhan,20820,1,1,1
Bréhan,20810,1,1,1
Saint-Nolff,20801,1,1,1
Saint-Nolff,20810,1,1,1
Saint-Nolff,20820,1,1,1
Buléon,20815,0,1,1
Buléon,20820,1,1,1
Buléon,20810,1,1,1
Bréhan,20801,1,1,1
Trégueux,20815,0,1,1
Trégueux,20801,1,1,1
Saint-Carreuc,20810,1,1,0
Saint-Carreuc,20815,0,1,0
Saint-Carreuc,20801,1,1,0
Saint-Brieuc,20801,1,0,0
Langueux,20810,1,1,0
Langueux,20801,1,1,1
Pleugriffet,20820,1,1,1
Pleugriffet,20810,1,1,1
Plouguenast-Langast,20810,1,1,1
Plouguenast-Langast,20801,1,1,0
Plouguenast-Langast,20820,1,1,1
Surzur,20801,1,1,0
Plérin,20801,1,1,0
Buléon,20801,1,1,0
Langueux,20815,0,1,0
Trégueux,20820,1,1,1
Yffiniac,20801,1,1,0
Plumelec,20801,1,1,1
Plumelec,20810,1,1,1
Plumelec,20815,0,1,1
Plumelec,20820,1,1,1
Treffléan,20810,1,1,1
Treffléan,20820,1,1,1
La Prénessaye,20801,1,1,1
La Prénessaye,20820,1,1,1
La Prénessaye,20810,1,1,1
Guégon,20820,1,1,0
Guégon,20810,1,1,0
La Trinité-Surzur,20801,1,1,1
La Trinité-Surzur,20820,1,1,1
La Trinité-Surzur,20810,1,1,1
Damgan,20820,1,1,0
Damgan,20801,1,1,1
Damgan,20810,1,1,0
Damgan,20815,0,1,0
Damgan,20801,1,1,0
Yffiniac,20820,1,1,1
Forges de Lanouée,20801,1,0,0
Elven,20801,1,1,1
Elven,20820,1,1,1
Quessoy,20820,1,1,1
Quessoy,20815,0,1,1
Quessoy,20801,1,1,0
Quessoy,20810,1,0,0
Elven,20810,1,1,1
Elven,20815,0,1,1
Piriac-sur-Mer,20801,1,1,1
Piriac-sur-Mer,20810,1,1,0
Hillion,20820,1,1,0
Yffiniac,20810,0,1,0
Yffiniac,20815,0,1,1
Yffiniac,20801,0,1,0
Sulniac,20815,0,1,0
Sulniac,20810,1,1,1
Sulniac,20820,1,1,1
Plouguenast-Langast,20815,0,1,1
Piriac-sur-Mer,20820,1,1,1
Le Croisic,20801,0,1,1
Le Croisic,20810,1,1,1
Le Croisic,20820,1,1,1
Le Croisic,20801,1,1,1
Le Croisic,20815,0,1,1
Plémet,20820,1,1,1
Plémet,20810,1,1,0
La Vraie-Croix,20801,1,1,0
La Vraie-Croix,20810,1,1,1
La Vraie-Croix,20820,1,1,1
La Vraie-Croix,20815,0,1,1
La Turballe,20801,1,1,1
Pommeret,20810,1,0,0
Plémet,20810,1,1,1
Josselin,20820,1,1,1
Josselin,20820,1,1,0
Josselin,20810,0,0,1
Josselin,20815,0,1,1
Plumieux,20820,1,1,1
Plumieux,20810,1,1,1
Plumieux,20815,0,1,0
Batz-sur-Mer,20815,0,1,1
Batz-sur-Mer,20820,1,1,1
Batz-sur-Mer,20801,1,1,1
Batz-sur-Mer,20810,1,1,1
Berric,20820,1,1,1
Le Cours,20801,1,1,0
La Turballe,20820,1,1,1
La Turballe,20810,1,1,1
La Turballe,20815,0,1,1
Le Mené,20815,0,1,1
Le Mené,20810,0,0,1
Le Mené,20820,1,1,1
Lizio,20820,1,1,0
Lizio,20815,0,1,0
Lizio,20810,1,1,0
Lizio,20801,1,1,0
Le Cours,20801,0,0,1
Mesquer,20801,1,1,1
Mesquer,20820,1,1,1
Mesquer,20810,0,1,0
Mesquer,20815,0,1,1
Ambon,20820,1,1,1
Ambon,20810,1,1,0
Ambon,20801,1,1,0
Sérent,20820,1,1,1
Sérent,20810,1,1,1
Sérent,20801,1,1,0
Coëtmieux,20820,1,1,1
Plémet,20801,1,1,1
Coëtmieux,20810,1,1,1
Coëtmieux,20815,0,1,1
Coëtmieux,20801,1,1,1
La Croix-Helléan,20820,1,1,1
La Croix-Helléan,20810,1,1,1
Pénestin,20801,1,1,0
Pénestin,20820,1,1,1
Pénestin,20810,1,1,1
Pénestin,20815,0,1,1
Lamballe-Armor,20801,1,1,0
Lamballe-Armor,20810,1,1,0
Le Pouliguen,20801,1,1,1
Le Pouliguen,20810,1,1,1
Le Pouliguen,20820,1,1,1
Sérent,20815,0,1,1
Mesquer,20810,1,1,0
Le Pouliguen,20801,0,1,1
Guérande,20810,1,1,1
Guérande,20820,1,1,1
Saint-Guyomard,20820,1,1,1
Saint-Guyomard,20810,1,1,1
Saint-Guyomard,20815,0,1,1
Noyal-Muzillac,20820,1,1,1
Noyal-Muzillac,20810,1,1,1
Le Mené,20801,1,1,1
La Baule-Escoublac,20801,1,1,1
La Baule-Escoublac,20820,1,1,1
La Baule-Escoublac,20810,1,1,0
Lamballe-Armor,20810,1,1,1
Mohon,20810,1,1,0
Mohon,20815,0,1,0
Mohon,20801,1,1,0
Mohon,20820,1,1,0
Guérande,20801,0,1,0
Pléneuf-Val-André,20815,0,1,0
Pléneuf-Val-André,20810,1,1,0
Pléneuf-Val-André,20801,1,1,0
Guérande,20801,1,1,1
Guérande,20815,0,1,0
L'Île-d'Yeu,20815,0,1,1
L'Île-d'Yeu,20810,1,1,1
L'Île-d'Yeu,20801,1,1,1
L'Île-d'Yeu,20820,1,1,0
L'Île-d'Yeu,20820,1,1,1
Pléneuf-Val-André,20820,1,1,1
La Baule-Escoublac,20810,1,1,1
Saint-Alban,20820,1,1,1
Saint-Alban,20801,1,1,0
Questembert,20810,1,1,1
Questembert,20801,1,1,1
Questembert,20820,1,1,1
La Baule-Escoublac,20815,0,1,1
Saint-Molf,20801,1,1,0
Saint-Molf,20820,1,1,0
La Baule-Escoublac,20801,0,0,0
Pléneuf-Val-André,20801,0,1,0
Guérande,20815,0,1,1
Guillac,20815,0,1,0
Guillac,20810,1,1,0
Guillac,20820,1,1,0
Guillac,20801,1,1,0
Gomené,20801,1,1,1
La Baule-Escoublac,20801,0,1,1
Lamballe-Armor,20801,1,1,1
Lamballe-Armor,20820,1,0,1
La Baule-Escoublac,20801,1,0,1
L'Île-d'Yeu,20801,1,1,0
Gomené,20815,0,1,0
L'Île-d'Yeu,20810,1,0,0
Arzal,20820,1,1,1
Arzal,20810,1,1,1
Taupont,20801,1,1,1
Ménéac,20820,1,1,1
Ménéac,20810,1,1,1
Ménéac,20815,0,1,0
La Baule-Escoublac,20815,0,1,0
La Malhoure,20810,1,1,0
Lamballe-Armor,20815,0,1,1
Lamballe-Armor,20820,1,1,1
Arzal,20801,1,1,0
Arzal,20815,0,1,1
Assérac,20801,0,0,0
La Baule-Escoublac,20801,1,1,0
Lamballe-Armor,20801,0,1,1
Saint-Vran,20820,1,1,1
Saint-Vran,20810,1,1,1
Saint-Vran,20815,0,1,0
Questembert,20801,1,1,0
Val d'Oust,20820,1,1,0
Val d'Oust,20815,0,1,1
Val d'Oust,20801,1,1,1
Saint-Marcel,20810,1,1,0
Saint-Marcel,20820,1,1,0
Pornichet,20801,1,1,1
Noyal,20801,1,1,0
Noyal,20810,1,1,0
Guilliers,20820,1,1,1
Guilliers,20810,1,1,1
Pornichet,20801,0,1,1
Pornichet,20820,1,1,1
Pornichet,20810,1,1,1
Pornichet,20815,0,1,1
Malestroit,20801,1,1,1
Malestroit,20815,0,1,1
Malestroit,20820,1,1,1
Malestroit,20810,1,1,1
Ploërmel,20815,0,1,1
Ploërmel,20801,1,1,1
La Baule-Escoublac,20801,0,1,0
Férel,20820,1,1,1
Férel,20815,0,1,1
Férel,20801,1,1,1
Férel,20810,1,1,0
Pornichet,20815,0,1,0
Péaule,20815,0,1,1
Ploërmel,20801,0,0,0
Ploërmel,20820,1,1,1
Ploërmel,20810,1,1,1
Erquy,20810,1,1,1
Péaule,20801,1,1,0
Erquy,20820,1,1,1
Noirmoutier-en-l'Île,20801,1,1,1
Noirmoutier-en-l'Île,20810,0,1,0
Saint-André-des-Eaux,20801,1,1,0
Saint-André-des-Eaux,20815,0,1,0
Ploërmel,20820,1,1,0
Ploërmel,20810,0,0,1
Merdrignac,20801,1,1,0
Merdrignac,20820,1,1,1
Merdrignac,20810,1,1,1
Erquy,20801,1,1,1
Plestan,20820,1,0,0
Plestan,20815,0,1,0
Plestan,20801,1,1,1
Herbignac,20810,1,1,0
Pornichet,20820,1,1,0
Pornichet,20810,1,1,0
Limerzel,20820,1,1,1
Limerzel,20810,1,1,1
Limerzel,20815,0,1,1
Erquy,20815,0,1,1
Ploërmel,20801,1,0,1
Saint-André-des-Eaux,20820,1,1,1
Rochefort-en-Terre,20801,1,1,1
Saint-André-des-Eaux,20810,1,1,1
Herbignac,20820,1,1,1
Herbignac,20815,0,1,1
Saint-Nazaire,20801,1,1,1
Saint-Lyphard,20810,1,1,0
Pornichet,20801,1,1,0
Saint-Nazaire,20810,1,1,0
Plénée-Jugon,20820,1,1,0
Plénée-Jugon,20810,0,1,0
Plénée-Jugon,20815,0,1,0
Plénée-Jugon,20801,0,1,0
Herbignac,20801,1,1,1
Noirmoutier-en-l'Île,20815,0,1,1
Saint-Lyphard,20801,1,1,0
Noirmoutier-en-l'Île,20810,1,1,0
Noirmoutier-en-l'Île,20820,1,1,1
Erquy,20810,1,1,0
Hénansal,20820,1,1,0
Hénansal,20815,0,1,1
Péaule,20820,1,1,1
Péaule,20810,1,1,1
Saint-Nazaire,20820,1,1,1
Saint-Nazaire,20810,1,1,1
Saint-Lyphard,20820,1,1,0
Plénée-Jugon,20801,1,1,0
Plénée-Jugon,20810,1,0,0
Malansac,20810,1,1,1
Malansac,20820,1,1,1
Saint-Launeuc,20820,1,1,1
Saint-Launeuc,20810,1,1,1
Saint-Nazaire,20801,1,1,0
Saint-Nazaire,20815,0,1,1
Saint-Nazaire,20820,0,1,1
Malansac,20801,1,1,1
La Guérinière,20801,1,1,0
La Guérinière,20820,1,1,1
La Guérinière,20810,1,1,1
Nivillac,20801,1,1,1
Nivillac,20820,1,1,0
Nivillac,20810,1,0,0
La Guérinière,20815,0,1,0
Saint-Congard,20820,1,1,0
Saint-Congard,20810,1,1,0
Saint-Congard,20815,0,1,0
Saint-Congard,20801,1,1,0
Fréhel,20801,0,0,0
Fréhel,20820,1,1,0
Saint-Nazaire,20810,0,1,0
Fréhel,20801,1,1,0
Saint-Nazaire,20820,1,1,0
Noirmoutier-en-l'Île,20810,1,1,1
Hénanbihen,20810,1,1,0
Hénanbihen,20801,1,1,1
Saint-Nazaire,20815,0,1,0
Loyat,20820,1,1,0
Loyat,20810,1,1,0
Loyat,20815,0,1,0
Loyat,20801,1,1,0
Caro,20801,1,1,0
La Chapelle-des-Marais,20801,1,1,1
La Chapelle-des-Marais,20820,1,1,0
La Chapelle-des-Marais,20810,1,1,0
Fréhel,20801,1,1,1
Jugon-les-Lacs - Commune nouvelle,20815,0,1,1
Néant-sur-Yvel,20820,1,1,1
Néant-sur-Yvel,20810,1,1,1
Jugon-les-Lacs - Commune nouvelle,20820,1,1,1
Campénéac,20820,1,1,1
Campénéac,20810,1,1,1
La Plaine-sur-Mer,20801,1,1,0
Préfailles,20801,1,1,0
Fréhel,20810,1,1,0
Fréhel,20820,1,1,1
Préfailles,20820,1,1,1
Préfailles,20810,1,1,1
Préfailles,20815,0,1,1
Jugon-les-Lacs - Commune nouvelle,20810,1,1,0
Saint-Nazaire,20801,0,1,1
Jugon-les-Lacs - Commune nouvelle,20801,1,1,0
Barbâtre,20801,1,1,0
Ruffiac,20820,1,1,1
Ruffiac,20810,1,1,1
Ruffiac,20815,0,1,1
Trignac,20815,0,1,0
Trignac,20801,1,1,1
Trémorel,20820,1,1,1
Trignac,20820,1,1,1
Trignac,20820,1,0,0
Barbâtre,20820,1,1,1
Trémorel,20810,1,1,1
Trémorel,20815,0,1,1
Barbâtre,20815,0,1,1
Barbâtre,20810,1,1,1
Campénéac,20801,1,1,0
Campénéac,20815,0,1,1
Mauron,20810,1,1,1
Mauron,20820,1,1,1
Mauron,20815,0,1,0
Mauron,20801,1,1,1
Lanrelas,20801,1,1,0
Peillac,20801,1,1,1
La Plaine-sur-Mer,20801,1,1,1
La Plaine-sur-Mer,20810,1,1,1
La Plaine-sur-Mer,20820,1,1,1
La Plaine-sur-Mer,20815,0,1,1
Barbâtre,20801,1,1,1
Barbâtre,20820,1,1,0
Trémorel,20801,1,1,0
Saint-Joachim,20810,1,1,0
Trignac,20810,1,1,1
Saint-Jacut-les-Pins,20820,1,1,1
Saint-Joachim,20820,1,1,0
Notre-Dame-de-Monts,20801,1,1,1
Saint-Joachim,20801,1,1,1
Saint-Joachim,20815,0,1,1
Notre-Dame-de-Monts,20820,1,1,1
Notre-Dame-de-Monts,20810,1,1,1
Saint-Brevin-les-Pins,20801,1,1,0
Béganne,20810,1,1,1
Béganne,20820,1,1,1
Saint-Michel-Chef-Chef,20801,1,1,0
Saint-Jean-de-Monts,20801,1,1,0
Montoir-de-Bretagne,20801,1,1,1
